Sector,Tiene_Parqueadero_Num,Precio_Venta_COP,Estrato,Area_Construida_m2,Distancia_CC_SanNicolas_km,Conjunto_Cerrado_Num,Urbana_Rural_Num,Topografia_Num
Comuna 1 (Centro Histórico),0,688000000,4,144.71,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1425000000,3,1227.51,6.0,0,0,2
Comuna 2 (San Antonio),1,878000000,5,154.3,3.5,0,1,0
Comuna 2 (San Antonio),1,700000000,5,130.21,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,890000000,3,757.84,6.0,0,0,2
Comuna 2 (San Antonio),1,816000000,5,149.85,3.5,0,1,0
Comuna 2 (San Antonio),1,464000000,3,107.42,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,3456000000,4,330.85,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,723000000,3,124.67,12.0,0,1,1
Comuna 4 (El Porvenir),1,922000000,4,172.28,2.5,1,1,0
Comuna 1 (Centro Histórico),0,672000000,4,138.14,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,475000000,2,97.22,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,4806000000,5,690.91,12.0,1,0,1
Comuna 4 (El Porvenir),1,731000000,3,160.65,2.5,1,1,0
Comuna 4 (El Porvenir),1,711000000,3,152.09,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1722000000,4,1053.74,6.0,0,0,2
Comuna 2 (San Antonio),1,610000000,4,123.17,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,722000000,3,123.86,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1183000000,4,724.97,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,2951000000,5,415.95,12.0,1,0,1
Comuna 2 (San Antonio),1,771000000,4,165.36,3.5,0,1,0
Comuna 2 (San Antonio),1,815000000,4,163.51,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1570000000,2,230.34,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,2142000000,4,252.8,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1107000000,2,178.34,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3831000000,6,280.91,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1148000000,4,711.85,6.0,0,0,2
Comuna 1 (Centro Histórico),0,599000000,2,173.55,1.5,0,1,0
Comuna 4 (El Porvenir),1,777000000,3,175.92,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3595000000,6,409.0,12.0,1,0,1
Comuna 4 (El Porvenir),1,1052000000,4,201.76,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,763000000,3,125.02,12.0,0,1,1
Comuna 1 (Centro Histórico),0,510000000,2,145.38,1.5,0,1,0
Comuna 2 (San Antonio),1,576000000,3,125.78,3.5,0,1,0
Comuna 1 (Centro Histórico),0,673000000,2,192.01,1.5,0,1,0
Comuna 2 (San Antonio),1,831000000,5,149.57,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,2335000000,4,1493.47,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1076000000,2,165.67,10.0,0,0,3
Comuna 1 (Centro Histórico),0,676000000,3,169.27,1.5,0,1,0
Comuna 2 (San Antonio),1,663000000,4,131.12,3.5,0,1,0
Comuna 4 (El Porvenir),1,856000000,3,189.66,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,2014000000,3,254.3,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1880000000,2,302.47,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,2207000000,3,295.56,10.0,0,0,3
Comuna 4 (El Porvenir),1,602000000,3,128.63,2.5,1,1,0
Comuna 4 (El Porvenir),1,907000000,4,170.51,2.5,1,1,0
Comuna 4 (El Porvenir),1,622000000,4,117.03,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,1484000000,2,229.05,10.0,0,0,3
Comuna 1 (Centro Histórico),0,368000000,2,100.78,1.5,0,1,0
Comuna 2 (San Antonio),1,787000000,5,142.22,3.5,0,1,0
Comuna 4 (El Porvenir),1,915000000,3,192.0,2.5,1,1,0
Comuna 1 (Centro Histórico),0,527000000,2,151.07,1.5,0,1,0
Comuna 2 (San Antonio),1,551000000,4,115.86,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1581000000,3,206.03,10.0,0,0,3
Comuna 1 (Centro Histórico),0,518000000,4,103.98,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1219000000,4,139.4,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3729000000,4,356.68,14.0,1,0,2
Comuna 4 (El Porvenir),1,696000000,4,131.14,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,693000000,3,111.28,12.0,0,1,1
Comuna 1 (Centro Histórico),0,540000000,3,128.43,1.5,0,1,0
Comuna 4 (El Porvenir),1,730000000,4,147.61,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,5734000000,5,782.05,12.0,1,0,1
Comuna 2 (San Antonio),1,805000000,5,150.19,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,4876000000,5,388.74,14.0,1,0,2
Comuna 4 (El Porvenir),1,668000000,3,152.3,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,4806000000,6,588.74,12.0,1,0,1
Comuna 1 (Centro Histórico),0,482000000,3,123.76,1.5,0,1,0
Comuna 1 (Centro Histórico),0,599000000,2,172.8,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,3807000000,5,517.09,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,3787000000,4,383.76,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,4820000000,5,650.14,12.0,1,0,1
Comuna 2 (San Antonio),1,999000000,5,186.97,3.5,0,1,0
Comuna 1 (Centro Histórico),0,669000000,4,141.08,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4068000000,5,582.06,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,855000000,3,137.36,12.0,0,1,1
Comuna 3 (Uribe Jaramillo),1,651000000,2,134.2,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,4107000000,5,565.59,12.0,1,0,1
Comuna 2 (San Antonio),1,452000000,3,100.58,3.5,0,1,0
Comuna 1 (Centro Histórico),0,471000000,4,102.92,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,498000000,2,99.43,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,4649000000,6,536.78,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1948000000,3,251.56,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,3671000000,6,420.41,12.0,1,0,1
Comuna 4 (El Porvenir),1,550000000,3,115.61,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,4970000000,5,660.57,12.0,1,0,1
Comuna 2 (San Antonio),1,694000000,3,152.31,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,595000000,2,123.85,12.0,0,1,1
Comuna 4 (El Porvenir),1,710000000,4,130.62,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,554000000,2,107.74,12.0,0,1,1
Comuna 3 (Uribe Jaramillo),1,938000000,3,152.75,12.0,0,1,1
Comuna 2 (San Antonio),1,771000000,4,160.32,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,3854000000,5,542.54,12.0,1,0,1
Comuna 2 (San Antonio),1,727000000,5,133.52,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4160000000,6,485.66,12.0,1,0,1
Comuna 4 (El Porvenir),1,647000000,4,124.97,2.5,1,1,0
Comuna 2 (San Antonio),1,743000000,5,138.23,3.5,0,1,0
Comuna 2 (San Antonio),1,823000000,5,155.12,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1269000000,2,186.84,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,4495000000,5,357.76,14.0,1,0,2
Comuna 1 (Centro Histórico),0,509000000,2,148.92,1.5,0,1,0
Comuna 2 (San Antonio),1,693000000,4,144.62,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,2449000000,5,197.16,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1167000000,3,949.66,6.0,0,0,2
Comuna 1 (Centro Histórico),0,825000000,4,166.1,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1658000000,4,188.23,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,3626000000,5,495.18,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,1568000000,3,1331.9,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,4728000000,6,536.51,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,4937000000,6,604.91,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,4120000000,5,340.2,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,2627000000,4,270.41,14.0,1,0,2
Comuna 1 (Centro Histórico),0,464000000,2,131.52,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,3279000000,6,398.31,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,799000000,3,134.51,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,748000000,4,462.52,6.0,0,0,2
Comuna 2 (San Antonio),1,569000000,4,111.43,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,2885000000,5,243.21,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,3645000000,5,311.83,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,4798000000,6,327.48,14.0,1,0,2
Comuna 1 (Centro Histórico),0,561000000,3,140.16,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4740000000,5,691.79,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,461000000,2,91.21,12.0,0,1,1
Comuna 2 (San Antonio),1,768000000,4,151.4,3.5,0,1,0
Comuna 2 (San Antonio),1,632000000,3,133.95,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,5242000000,6,624.11,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,690000000,3,119.36,12.0,0,1,1
Comuna 1 (Centro Histórico),0,604000000,4,123.3,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,3672000000,6,263.68,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,3064000000,6,216.47,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1379000000,3,1119.08,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1929000000,3,1603.08,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,2081000000,4,1330.76,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1633000000,4,192.88,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,4744000000,6,555.55,12.0,1,0,1
Comuna 2 (San Antonio),1,863000000,5,159.38,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,3450000000,4,340.19,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,2225000000,4,251.0,10.0,0,0,3
Comuna 2 (San Antonio),1,894000000,3,189.36,3.5,0,1,0
Comuna 2 (San Antonio),1,949000000,4,191.44,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,3446000000,6,406.81,12.0,1,0,1
Comuna 4 (El Porvenir),1,647000000,4,123.65,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1103000000,3,955.02,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1967000000,3,248.34,10.0,0,0,3
Comuna 4 (El Porvenir),1,836000000,4,156.86,2.5,1,1,0
Comuna 4 (El Porvenir),1,643000000,4,124.28,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,3019000000,4,352.96,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,765000000,3,131.14,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1472000000,4,881.51,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,6510000000,6,742.56,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1677000000,4,195.64,10.0,0,0,3
Comuna 2 (San Antonio),1,484000000,3,109.9,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1883000000,4,219.74,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3526000000,6,245.7,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,2260000000,4,259.57,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,730000000,3,119.57,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1571000000,3,1271.92,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,2160000000,4,1368.14,6.0,0,0,2
Comuna 4 (El Porvenir),1,742000000,4,141.26,2.5,1,1,0
Comuna 1 (Centro Histórico),0,630000000,2,174.81,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1784000000,4,1094.89,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,998000000,3,858.57,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,532000000,2,107.24,12.0,0,1,1
Comuna 3 (Uribe Jaramillo),1,554000000,2,106.44,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,5426000000,5,735.72,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,4170000000,5,346.25,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,558000000,3,96.32,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,2532000000,4,287.28,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,2983000000,4,303.16,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,5300000000,6,653.06,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1534000000,4,179.78,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1004000000,3,839.83,6.0,0,0,2
Comuna 1 (Centro Histórico),0,755000000,3,178.05,1.5,0,1,0
Comuna 2 (San Antonio),1,845000000,5,146.74,3.5,0,1,0
Comuna 2 (San Antonio),1,658000000,3,139.71,3.5,0,1,0
Comuna 4 (El Porvenir),1,955000000,4,186.47,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1272000000,4,832.29,6.0,0,0,2
Comuna 4 (El Porvenir),1,793000000,3,177.87,2.5,1,1,0
Comuna 1 (Centro Histórico),0,525000000,2,154.69,1.5,0,1,0
Comuna 2 (San Antonio),1,757000000,4,150.44,3.5,0,1,0
Comuna 4 (El Porvenir),1,612000000,3,139.37,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1972000000,4,1275.04,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,2697000000,4,260.3,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,689000000,3,115.57,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,4199000000,6,477.78,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1612000000,3,214.94,10.0,0,0,3
Comuna 4 (El Porvenir),1,650000000,3,140.03,2.5,1,1,0
Comuna 1 (Centro Histórico),0,441000000,2,121.39,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1766000000,3,225.05,10.0,0,0,3
Comuna 2 (San Antonio),1,833000000,5,152.92,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1408000000,3,1138.19,6.0,0,0,2
Comuna 1 (Centro Histórico),0,491000000,2,138.49,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4094000000,5,542.93,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,5202000000,5,692.26,12.0,1,0,1
Comuna 1 (Centro Histórico),0,655000000,3,153.64,1.5,0,1,0
Comuna 4 (El Porvenir),1,977000000,3,202.65,2.5,1,1,0
Comuna 4 (El Porvenir),1,623000000,3,132.05,2.5,1,1,0
Comuna 2 (San Antonio),1,664000000,3,147.76,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,3594000000,6,258.67,14.0,1,0,2
Comuna 2 (San Antonio),1,589000000,4,121.94,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,545000000,2,107.7,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,3804000000,5,321.77,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1414000000,3,1166.45,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1684000000,4,189.7,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1868000000,4,1159.26,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,434000000,2,85.38,12.0,0,1,1
Comuna 2 (San Antonio),1,833000000,3,191.92,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,3420000000,4,328.07,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,3672000000,6,275.95,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,776000000,3,127.35,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1735000000,4,1033.28,6.0,0,0,2
Comuna 1 (Centro Histórico),0,512000000,2,144.77,1.5,0,1,0
Comuna 4 (El Porvenir),1,812000000,3,174.2,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,3281000000,4,328.07,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1964000000,4,228.66,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1630000000,3,214.06,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,2684000000,5,219.04,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,321000000,3,54.19,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,2323000000,4,233.8,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1521000000,3,1244.58,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,428000000,2,89.74,12.0,0,1,1
Comuna 1 (Centro Histórico),0,774000000,4,164.2,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1887000000,4,222.65,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,6804000000,5,579.41,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,5003000000,6,579.54,12.0,1,0,1
Comuna 2 (San Antonio),1,1136000000,5,202.92,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1760000000,3,224.78,10.0,0,0,3
Comuna 1 (Centro Histórico),0,587000000,3,137.88,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4084000000,6,486.1,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,902000000,2,141.66,10.0,0,0,3
Comuna 1 (Centro Histórico),0,573000000,3,139.65,1.5,0,1,0
Comuna 4 (El Porvenir),1,831000000,4,152.31,2.5,1,1,0
Comuna 1 (Centro Histórico),0,530000000,3,123.16,1.5,0,1,0
Comuna 1 (Centro Histórico),0,423000000,2,121.03,1.5,0,1,0
Comuna 4 (El Porvenir),1,582000000,4,113.24,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,5606000000,6,396.73,14.0,1,0,2
Comuna 2 (San Antonio),1,801000000,4,160.91,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1780000000,4,1139.95,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,5448000000,6,666.88,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1499000000,3,194.77,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1491000000,3,1303.73,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,520000000,2,103.12,12.0,0,1,1
Comuna 2 (San Antonio),1,652000000,3,145.46,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1430000000,3,1189.52,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1309000000,2,197.08,10.0,0,0,3
Comuna 1 (Centro Histórico),0,375000000,3,95.7,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,2287000000,4,1386.93,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,541000000,3,89.64,12.0,0,1,1
Comuna 4 (El Porvenir),1,470000000,3,100.72,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1712000000,3,1488.3,6.0,0,0,2
Comuna 2 (San Antonio),1,626000000,3,139.38,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,3950000000,4,389.89,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,6160000000,6,710.74,12.0,1,0,1
Comuna 2 (San Antonio),1,837000000,5,150.03,3.5,0,1,0
Comuna 2 (San Antonio),1,817000000,3,175.48,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,4833000000,5,394.83,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,599000000,2,117.79,12.0,0,1,1
Comuna 4 (El Porvenir),1,521000000,3,117.28,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,3930000000,5,313.56,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1891000000,4,222.04,10.0,0,0,3
Comuna 4 (El Porvenir),1,542000000,4,101.1,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,5153000000,6,363.75,14.0,1,0,2
Comuna 2 (San Antonio),1,645000000,3,145.31,3.5,0,1,0
Comuna 4 (El Porvenir),1,831000000,3,174.26,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,693000000,3,111.26,12.0,0,1,1
Comuna 3 (Uribe Jaramillo),1,458000000,3,74.27,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,4816000000,5,655.28,12.0,1,0,1
Comuna 4 (El Porvenir),1,806000000,4,152.39,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,5388000000,6,625.86,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,2344000000,3,294.58,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3181000000,5,271.55,14.0,1,0,2
Comuna 1 (Centro Histórico),0,288000000,3,69.38,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,2583000000,4,299.19,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,778000000,3,131.98,12.0,0,1,1
Comuna 2 (San Antonio),1,795000000,3,185.19,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1692000000,4,1030.35,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,596000000,3,99.94,12.0,0,1,1
Comuna 1 (Centro Histórico),0,415000000,2,118.36,1.5,0,1,0
Comuna 2 (San Antonio),1,738000000,3,163.92,3.5,0,1,0
Comuna 4 (El Porvenir),1,998000000,4,193.09,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1477000000,3,1236.85,6.0,0,0,2
Comuna 4 (El Porvenir),1,519000000,4,95.89,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,1325000000,2,198.09,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,2044000000,3,1654.01,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,530000000,2,104.39,12.0,0,1,1
Comuna 2 (San Antonio),1,782000000,4,161.01,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,3391000000,4,340.53,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1676000000,4,1075.27,6.0,0,0,2
Comuna 2 (San Antonio),1,860000000,5,161.0,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4326000000,6,486.35,12.0,1,0,1
Comuna 1 (Centro Histórico),0,765000000,3,180.8,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1183000000,2,185.52,10.0,0,0,3
Comuna 4 (El Porvenir),1,965000000,4,188.64,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,553000000,2,114.67,12.0,0,1,1
Comuna 2 (San Antonio),1,748000000,5,134.92,3.5,0,1,0
Comuna 4 (El Porvenir),1,923000000,4,172.11,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,561000000,2,109.5,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1357000000,3,1095.28,6.0,0,0,2
Comuna 4 (El Porvenir),1,490000000,4,94.29,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,450000000,2,93.19,12.0,0,1,1
Comuna 4 (El Porvenir),1,868000000,4,161.11,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,5688000000,6,397.13,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,4812000000,5,666.85,12.0,1,0,1
Comuna 1 (Centro Histórico),0,441000000,2,130.27,1.5,0,1,0
Comuna 4 (El Porvenir),1,855000000,4,166.56,2.5,1,1,0
Comuna 1 (Centro Histórico),0,572000000,2,164.8,1.5,0,1,0
Comuna 4 (El Porvenir),1,797000000,3,179.01,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,1399000000,2,208.73,10.0,0,0,3
Comuna 2 (San Antonio),1,761000000,3,161.82,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,6096000000,5,833.36,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1695000000,4,194.34,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,4307000000,4,433.78,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,4648000000,5,652.38,12.0,1,0,1
Comuna 1 (Centro Histórico),0,800000000,3,191.62,1.5,0,1,0
Comuna 2 (San Antonio),1,728000000,5,129.46,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,702000000,2,138.87,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,1685000000,3,213.21,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,3546000000,5,484.47,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,3327000000,4,326.44,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1182000000,2,189.11,10.0,0,0,3
Comuna 2 (San Antonio),1,780000000,5,143.45,3.5,0,1,0
Comuna 2 (San Antonio),1,689000000,4,146.09,3.5,0,1,0
Comuna 1 (Centro Histórico),0,755000000,4,153.92,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,2686000000,5,227.82,14.0,1,0,2
Comuna 2 (San Antonio),1,1084000000,5,190.57,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1304000000,3,1127.0,6.0,0,0,2
Comuna 2 (San Antonio),1,591000000,4,126.88,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,550000000,2,114.91,12.0,0,1,1
Comuna 1 (Centro Histórico),0,526000000,2,151.71,1.5,0,1,0
Comuna 1 (Centro Histórico),0,765000000,3,183.14,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,2513000000,4,250.08,14.0,1,0,2
Comuna 2 (San Antonio),1,585000000,4,120.93,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,686000000,3,112.99,12.0,0,1,1
Comuna 4 (El Porvenir),1,604000000,3,132.53,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3806000000,6,436.79,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,1702000000,3,1383.27,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1109000000,2,178.46,10.0,0,0,3
Comuna 1 (Centro Histórico),0,891000000,4,176.81,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,530000000,2,102.26,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,2592000000,4,252.11,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,546000000,2,111.04,12.0,0,1,1
Comuna 2 (San Antonio),1,569000000,5,103.29,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1214000000,4,735.18,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,5328000000,6,607.14,12.0,1,0,1
Comuna 1 (Centro Histórico),0,338000000,2,99.39,1.5,0,1,0
Comuna 4 (El Porvenir),1,708000000,4,137.73,2.5,1,1,0
Comuna 2 (San Antonio),1,871000000,4,182.15,3.5,0,1,0
Comuna 1 (Centro Histórico),0,500000000,4,108.34,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1670000000,4,192.33,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3174000000,4,314.16,14.0,1,0,2
Comuna 1 (Centro Histórico),0,566000000,3,143.67,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,564000000,2,109.41,12.0,0,1,1
